id,doi,authors,title,exclusion,exclusion explanation,Is article itself PPPR,Is article linked to PPPR,exchange duplicate,Additional notes,PT,SO,PD,PY,UT
ACTA_NEUROPATHOLOGICA_100,https://doi.org/10.1007/s00401-017-1802-y,"Small, M; Treilleux, I; Couillault, C; Pissaloux, D; Picard, G; Paindavoine, S; Attignon, V; Wang, Q; Rogemond, V; Lay, S; Ray-Coquard, I; Pfisterer, J; Joly, F; Du Bois, A; Psimaras, D; Bendriss-Vermare, N; Caux, C; Dubois, B; Honnorat, J; Desestret, V",Genetic alterations and tumor immune attack in Yo paraneoplastic cerebellar degeneration,FALSE,NA,FALSE,FALSE,NA,NA,J,ACTA NEUROPATHOLOGICA,APR,2018,WOS:000428238700005
ACTA_NEUROPATHOLOGICA_89,https://doi.org/10.1007/s00401-018-1828-9,"Herve, D; Porche, M; Cabrejo, L; Guidoux, C; Tournier-Lasserve, E; Nicolas, G; Adle-Biassette, H; Plu, I; Chabriat, H; Duyckaerts, C",Fatal A beta cerebral amyloid angiopathy 4 decades after a dural graft at the age of 2 years,FALSE,NA,FALSE,FALSE,NA,"Its a ""correspondence"" type article, but it is reporting new research",J,ACTA NEUROPATHOLOGICA,MAY,2018,WOS:000430288700011
ACTA_NEUROPATHOLOGICA_110,https://doi.org/10.1007/s00401-017-1793-8,"Saberi, S; Stauffer, JE; Jiang, J; Garcia, SD; Taylor, AE; Schulte, D; Ohkubo, T; Schloffman, CL; Maldonado, M; Baughn, M; Rodriguez, MJ; Pizzo, D; Cleveland, D; Ravits, J",Sense-encoded poly-GR dipeptide repeat proteins correlate to neurodegeneration and uniquely co-localize with TDP-43 in dendrites of repeat-expanded C9orf72 amyotrophic lateral sclerosis,FALSE,NA,FALSE,FALSE,NA,NA,J,ACTA NEUROPATHOLOGICA,MAR,2018,WOS:000426057700009
Advanced_Energy Materials_561,https://doi.org/10.1002/aenm.201702754,"Nan, GJ; Zhang, X; Abdi-Jalebi, M; Andaji-Garmaroudi, Z; Stranks, SD; Lu, G; Beljonne, D",How Methylammonium Cations and Chlorine Dopants Heal Defects in Lead Iodide Perovskites,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44320,2018,WOS:000431613800009
Advanced_Energy Materials_321,https://doi.org/10.1002/aenm.201800612,"Peng, SJ; Han, XP; Li, LL; Chou, SL; Ji, DX; Huang, HJ; Du, YH; Liu, J; Ramakrishna, S",Electronic and Defective Engineering of Electrospun CaMnO3 Nanotubes for Enhanced Oxygen Electrocatalysis in Rechargeable Zinc-Air Batteries,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44414,2018,WOS:000440805400020
Advanced_Energy Materials_153,https://doi.org/10.1002/aenm.201702730,"Li, XD; Zhang, WJ; Usman, K; Fang, JF",Small Molecule Interlayers in Organic Solar Cells,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44474,2018,WOS:000446421200001
Advanced_Energy Materials_74,https://doi.org/10.1002/aenm.201802441,"Lei, TY; Chen, W; Hu, Y; Lv, WQ; Lv, XX; Yan, YC; Huang, JW; Jiao, Y; Chu, JW; Yan, CY; Wu, CY; Li, Q; He, WD; Xiong, J",A Nonflammable and Thermotolerant Separator Suppresses Polysulfide Dissolution for Safe and Long-Cycle Lithium-Sulfur Batteries,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44515,2018,WOS:000450269900017
Advanced_Energy Materials_228,https://doi.org/10.1002/aenm.201801515,"Kong, LJ; Zhu, J; Shuang, W; Bu, XH",Nitrogen-Doped Wrinkled Carbon Foils Derived from MOF Nanosheets for Superior Sodium Storage,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44444,2018,WOS:000443674100027
Advanced_Energy Materials_146,https://doi.org/10.1002/aenm.201801690,"Zhang, T; Yang, KN; Wang, C; Li, SY; Zhang, QQ; Chang, XJ; Li, JT; Li, SM; Jia, SF; Wang, JB; Fu, L",Nanometric Ni5P4 Clusters Nested on NiCo2O4 for Efficient Hydrogen Production via Alkaline Water Electrolysis,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44484,2018,WOS:000447257000008
Advanced_Energy Materials_634,https://doi.org/10.1002/aenm.201702488,"Cui, J; Yao, SS; Lu, ZH; Huang, JQ; Chong, WG; Ciucci, F; Kim, JK",Revealing Pseudocapacitive Mechanisms of Metal Dichalcogenide SnS2/Graphene-CNT Aerogels for High-Energy Na Hybrid Capacitors,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44291,2018,WOS:000429535300015
Advanced_Energy Materials_49,https://doi.org/10.1002/aenm.201802195,"Kashiwaya, S; Toupance, T; Klein, A; Jaegermann, W",Fermi Level Positions and Induced Band Bending at Single Crystalline Anatase (101) and (001) Surfaces: Origin of the Enhanced Photocatalytic Activity of Facet Engineered Crystals,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44526,2018,WOS:000451181900003
Advanced_Energy Materials_128,https://doi.org/10.1002/aenm.201801478,"Qin, Q; Jang, H; Chen, LL; Nam, G; Liu, X; Cho, J","Low Loading of RhxP and RuP on N, P Codoped Carbon as Two Trifunctional Electrocatalysts for the Oxygen and Hydrogen Electrode Reactions",FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44484,2018,WOS:000447257000005
Advanced_Energy Materials_303,https://doi.org/10.1002/aenm.201800914,"Zhang, R; Wen, SW; Wang, N; Qin, KQ; Liu, EZ; Shi, CS; Zhao, NQ",N-Doped Graphene Modified 3D Porous Cu Current Collector toward Microscale Homogeneous Li Deposition for Li Metal Anodes,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED ENERGY MATERIALS,44424,2018,WOS:000441741900023
ADVANCED_FUNCTIONAL MATERIALS_561,https://doi.org/10.1002/adfm.201801685,"Li, DF; He, J; Ding, GQ; Tang, QQ; Ying, Y; He, JJ; Zhong, CY; Liu, Y; Feng, CB; Sun, QL; Zhou, HB; Zhou, P; Zhang, G",Stretch-Driven Increase in Ultrahigh Thermal Conductance of Hydrogenated Borophene and Dimensionality Crossover in Phonon Transmission,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44409,2018,WOS:000440283900015
ADVANCED_FUNCTIONAL MATERIALS_321,https://doi.org/10.1002/adfm.201801246,"Yusupov, K; Stumpf, S; You, SJ; Bogach, A; Martinez, PM; Zakhidov, A; Schubert, US; Khovaylo, V; Vomiero, A",Flexible Thermoelectric Polymer Composites Based on a Carbon Nanotubes Forest,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44473,2018,WOS:000446155700001
ADVANCED_FUNCTIONAL MATERIALS_1177,https://doi.org/10.1002/adfm.201706211,"Zhang, TD; Li, WL; Zhao, Y; Yu, Y; Fei, WD",High Energy Storage Performance of Opposite Double-Heterojunction Ferroelectricity-Insulators,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44262,2018,WOS:000426603700025
ADVANCED_FUNCTIONAL MATERIALS_1098,https://doi.org/10.1002/adfm.201703988,"Du, ZJ; Bi, GQ; Cui, XT",Electrically Controlled Neurochemical Release from Dual-Layer Conducting Polymer Films for Precise Modulation of Neural Network Activity in Rat Barrel Cortex,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44276,2018,WOS:000428347700020
ADVANCED_FUNCTIONAL MATERIALS_1252,https://doi.org/10.1002/adfm.201704109,"Rehman, HU; Chen, YJ; Hedenqvist, MS; Li, H; Xue, WC; Guo, YL; Guo, YP; Duan, HN; Liu, HZ",Self-Healing Shape Memory PUPCL Copolymer with High Cycle Life,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44241,2018,WOS:000424889900003
ADVANCED_FUNCTIONAL MATERIALS_1170,https://doi.org/10.1002/adfm.201705545,"Tiong, VT; Pham, ND; Wang, T; Zhu, TX; Zhao, XL; Zhang, YH; Shen, Q; Bell, J; Hu, LH; Dai, SY; Wang, HX",Octadecylamine-Functionalized Single-Walled Carbon Nanotubes for Facilitating the Formation of a Monolithic Perovskite Layer and Stable Solar Cells,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44262,2018,WOS:000426603700015
ADVANCED_FUNCTIONAL MATERIALS_634,https://doi.org/10.1002/adfm.201801131,"Tan, ZF; Li, JH; Zhang, C; Li, Z; Hu, QS; Xiao, ZW; Kamiya, T; Hosono, H; Niu, GD; Lifshitz, E; Cheng, YB; Tang, J",Highly Efficient Blue-Emitting Bi-Doped Cs2SnCl6 Perovskite Variant: Photoluminescence Induced by Impurity Doping,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44395,2018,WOS:000438708600015
ADVANCED_FUNCTIONAL MATERIALS_49,https://doi.org/10.1002/adfm.201803815,"Zhang, LY; Li, SN; Chen, XJ; Wang, TT; Li, L; Su, ZM; Wang, CG",Tailored Surfaces on 2D Material: UFO-Like Cyclodextrin-Pd Nanosheet/Metal Organic Framework Janus Nanoparticles for Synergistic Cancer Therapy,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44549,2018,WOS:000453604700008
ADVANCED_FUNCTIONAL MATERIALS_1152,https://doi.org/10.1002/adfm.201705479,"Ma, XW; Zhong, L; Guo, HB; Wang, YF; Gong, NQ; Wang, YQ; Cai, J; Liang, XJ",Multiwalled Carbon Nanotubes Induced Hypotension by Regulating the Central Nervous System,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44269,2018,WOS:000427110100008
ADVANCED_FUNCTIONAL MATERIALS_1327,https://doi.org/10.1002/adfm.201703282,"Chiang, CC; Hung, CY; Chou, SW; Shyue, JJ; Cheng, KY; Chang, PJ; Yang, YY; Lin, CY; Chang, TK; Chi, Y; Chou, HL; Chou, PT",PtCoFe Nanowire Cathodes Boost Short-Circuit Currents of Ru(II)-Based Dye-Sensitized Solar Cells to a Power Conversion Efficiency of 12.29%,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED FUNCTIONAL MATERIALS,44213,2018,WOS:000419866000002
ADVANCED_MATERIALS_561,https://doi.org/10.1002/adma.201804355,"Gregory, P",Advanced Materials: A Hell of a Journey,TRUE,not research,NA,NA,NA,Editorial,J,ADVANCED MATERIALS,44424,2018,WOS:000441411500029
ADVANCED_MATERIALS_321,https://doi.org/10.1002/adma.201706344,"Layani, M; Wang, XF; Magdassi, S",Novel Materials for 3D Printing by Photopolymerization,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44480,2018,WOS:000446551300007
ADVANCED_MATERIALS_1177,https://doi.org/10.1002/adma.201706895,"Liu, SH; Li, J; Yan, X; Su, QF; Lu, YH; Qiu, JS; Wang, ZY; Lin, XD; Huang, JL; Liu, RL; Zheng, BN; Chen, LY; Fu, RW; Wu, DC",Superhierarchical Cobalt-Embedded Nitrogen-Doped Porous Carbon Nanosheets as Two-in-One Hosts for High-Performance Lithium-Sulfur Batteries,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44277,2018,WOS:000428348000029
ADVANCED_MATERIALS_1098,https://doi.org/10.1002/adma.201705523,"Zhang, WY; Sun, LB; Nsanzimana, JMV; Wang, X",Lithiation/Delithiation Synthesis of Few Layer Silicene Nanosheets for Rechargeable Li-O-2 Batteries,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44298,2018,WOS:000430101200004
ADVANCED_MATERIALS_1252,https://doi.org/10.1002/adma.201706322,"Song, P; Guerin, S; Tan, SJR; Annadata, HV; Yu, XJ; Scully, M; Han, YM; Roemer, M; Loh, KP; Thompson, D; Nijhuis, CA",Stable Molecular Diodes Based on pi-pi Interactions of the Molecular Frontier Orbitals with Graphene Electrodes,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44263,2018,WOS:000426720400028
ADVANCED_MATERIALS_1170,https://doi.org/10.1002/adma.201706589,"Jiang, Y; Liu, ZY; Matsuhisa, N; Qi, DP; Leow, WR; Yang, H; Yu, JC; Chen, G; Liu, YQ; Wan, CJ; Liu, ZJ; Chen, XD",Auxetic Mechanical Metamaterials to Enhance Sensitivity of Stretchable Strain Sensors,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44277,2018,WOS:000428348000020
ADVANCED_MATERIALS_634,https://doi.org/10.1002/adma.201800316,"Jiang, Y; Yang, WJ; Zhang, J; Meng, FH; Zhong, ZY",Protein Toxin Chaperoned by LRP-1-Targeted Virus-Mimicking Vesicles Induces High-Efficiency Glioblastoma Therapy In Vivo,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44403,2018,WOS:000439737700007
ADVANCED_MATERIALS_49,https://doi.org/10.1002/adma.201801368,"Wang, CF; Wang, CH; Huang, ZL; Xu, S",Materials and Structures toward Soft Electronics,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,NA,NA,NA
ADVANCED_MATERIALS_1152,https://doi.org/10.1002/adma.201706643,"Wu, FX; Chen, SQ; Srot, V; Huang, YY; Sinha, SK; van Aken, PA; Maier, J; Yu, Y",A Sulfur-Limonene-Based Electrode for Lithium-Sulfur Batteries: High-Performance by Self-Protection,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44282,2018,WOS:000428793600023
ADVANCED_MATERIALS_1327,https://doi.org/10.1002/adma.201704530,"Amjadi, M; Sheykhansari, S; Nelson, BJ; Sitti, M",Recent Advances in Wearable Transdermal Delivery Systems,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44242,2018,WOS:000424891900011
ADVANCED_MATERIALS_24,https://doi.org/10.1002/adma.201802356,"Wang, XB; Cheng, L; Zhu, DP; Wu, Y; Chen, MJ; Wang, Y; Zhao, DM; Boothroyd, CB; Lam, YM; Zhu, JX; Battiato, M; Song, JCW; Yang, H; Chia, EEM",Ultrafast Spin-to-Charge Conversion at the Surface of Topological Insulator Thin Films,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED MATERIALS,44557,2018,WOS:000454124800027
Advanced_Science_49,https://doi.org/10.1002/advs.201800852,"Wang, SY; Kim, H; Kwak, G; Yoon, HY; Jo, SD; Lee, JE; Cho, D; Kwon, IC; Kim, SH",Development of Biocompatible HA Hydrogels Embedded with a New Synthetic Peptide Promoting Cellular Migration for Advanced Wound Care Management,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,NOV,2018,WOS:000451173200016
Advanced_Science_321,https://doi.org/10.1002/advs.201700614,"Zhu, YY; Deng, KM; Sun, HX; Gu, BK; Lu, H; Cao, FR; Xiong, J; Li, L",TiO2 Phase Junction Electron Transport Layer Boosts Efficiency of Planar Perovskite Solar Cells,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,MAR,2018,WOS:000428310500010
Advanced_Science_153,https://doi.org/10.1002/advs.201800049,"Zhang, L; Wang, D; Yang, K; Sheng, DL; Tan, B; Wang, ZG; Ran, HT; Yi, HJ; Zhong, YX; Lin, H; Chen, Y","Mitochondria-Targeted Artificial ""Nano-RBCs"" for Amplified Synergistic Cancer Phototherapy by a Single NIR Irradiation",FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,AUG,2018,WOS:000441869400009
Advanced_Science_74,https://doi.org/10.1002/advs.201800749,"Liu, W; Li, JH; Cheng, MQ; Wang, QJ; Yeung, KWK; Chu, PK; Zhang, XL",Zinc-Modified Sulfonated Polyetheretherketone Surface with Immunomodulatory Function for Guiding Cell Fate and Bone Regeneration,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,OCT,2018,WOS:000447632000010
Advanced_Science_228,https://doi.org/10.1002/advs.201800287,"Wang, DD; Wu, HH; Zhou, JJ; Xu, PP; Wang, CL; Shi, RH; Wang, HB; Wang, H; Guo, Z; Chen, QW",In Situ One-Pot Synthesis of MOF-Polydopamine Hybrid Nanogels with Enhanced Photothermal Effect for Targeted Cancer Therapy,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,JUN,2018,WOS:000435765900026
Advanced_Science_146,https://doi.org/10.1002/advs.201800656,"Tong, X; Kong, XT; Wang, C; Zhou, YF; Navarro-Pardo, F; Barba, D; Ma, DL; Sun, SH; Govorov, AO; Zhao, HG; Wang, ZMM; Rosei, F","Optoelectronic Properties in Near-Infrared Colloidal Heterostructured Pyramidal ""Giant"" Core/Shell Quantum Dots",FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,AUG,2018,WOS:000441869400041
Advanced_Science_122,https://doi.org/10.1002/advs.201800261,"Lai, BQ; Feng, B; Che, MT; Wang, LJ; Cai, S; Huang, MY; Gu, HY; Jiang, B; Ling, EA; Li, M; Zeng, X; Zeng, YS",A Modular Assembly of Spinal Cord-Like Tissue Allows Targeted Tissue Repair in the Transected Spinal Cord,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,SEP,2018,WOS:000444940600025
Advanced_Science_390,https://doi.org/10.1002/advs.201700872,"Severing, K",Starting the 5th Volume,TRUE,not research,NA,NA,NA,editorial,J,ADVANCED SCIENCE,JAN,2018,WOS:000422658700001
Advanced_Science_128,https://doi.org/10.1002/advs.201800844,"Wang, T; Wang, XQ; Chen, ZY; Sun, XX; Wang, P; Zheng, XT; Rong, X; Yang, LY; Guo, WW; Wang, D; Cheng, JP; Lin, X; Li, P; Li, J; He, X; Zhang, Q; Li, M; Zhang, J; Yang, XL; Xu, FJ; Ge, WK; Zhang, XX; Shen, B",High-Mobility Two-Dimensional Electron Gas at InGaN/InN Heterointerface Grown by Molecular Beam Epitaxy,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,SEP,2018,WOS:000444940600014
Advanced_Science_303,https://doi.org/10.1002/advs.201700616,"Li, JJ; Gao, TY; Luo, JB",Superlubricity of Graphite Induced by Multiple Transferred Graphene Nanoflakes,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,MAR,2018,WOS:000428310500013
Advanced_Science_24,https://doi.org/10.1002/advs.201801123,"Zhang, JR; Jin, ZW; Liang, L; Wang, HR; Bai, DL; Bian, H; Wang, K; Wang, Q; Yuan, NY; Ding, JN; Liu, SZ",Iodine-Optimized Interface for Inorganic CsPbI2Br Perovskite Solar Cell to Attain High Stabilized Efficiency Exceeding 14%,FALSE,NA,FALSE,FALSE,NA,NA,J,ADVANCED SCIENCE,DEC,2018,WOS:000453685900027
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_321,https://doi.org/10.1111/apt.14634,"Hussaini, T; Zhu, J; Yoshida, EM",Editorial: hepatocellular carcinoma as a consequence of hepatitis C direct-acting anti-virals-the great urban myth of hepatology,TRUE,not research,NA,NA,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,MAY,2018,WOS:000430460500011
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_153,https://doi.org/10.1111/apt.14897,"Plevris, N; Sinha, R; Hay, AW; McDonald, N; Plevris, JN; Hayes, PC",Index serum hyaluronic acid independently and accurately predicts mortality in patients with liver disease,FALSE,NA,FALSE,FALSE,NA,NA,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,AUG,2018,WOS:000439792800003
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_74,https://doi.org/10.1111/apt.14974,"Dreesen, E; Gils, A","Letter: overcoming secondary loss of response to infliximab-it is not the drug, it is how you use it! Authors' reply",FALSE,NA,TRUE,NA,NA,Reply to comment for original research (both articles linked),J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,NOV,2018,WOS:000447263100022
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_228,https://doi.org/10.1111/apt.14807,"Qin, Y; Sunjaya, DB; Myburgh, S; Sawas, T; Katzka, DA; Alexander, JA; Halland, M",Outcomes of oesophageal self-dilation for patients with refractory benign oesophageal strictures,FALSE,NA,FALSE,FALSE,NA,NA,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,JUL,2018,WOS:000434634800009
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_146,https://doi.org/10.1111/apt.14935,"Shao, YHJ; Wu, SY",Letter: cohort study examining the association between proton pump inhibitors therapy and risk of hepatocellular carcinoma in Taiwan-reply,FALSE,NA,TRUE,NA,NA,Reply to comment for original research (both articles linked),J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,SEP,2018,WOS:000442338900017
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_49,https://doi.org/10.1111/apt.14957,"Hagstrom, H; Ludvigsson, JF",Editorial: severe outcomes are rare in pregnancy with autoimmune hepatitis,FALSE,NA,FALSE,FALSE,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,NOV,2018,WOS:000447263100012
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_128,https://doi.org/10.1111/apt.14903,"Pariente, B; Blondeaux, A",Editorial: paradoxical skin lesions during anti-TNF treatment-an additional argument to consider new biologics as first line therapy in inflammatory bowel disease,FALSE,NA,FALSE,FALSE,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,SEP,2018,WOS:000442338900012
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_303,https://doi.org/10.1111/apt.14603,"Pavlidis, P; Graham, J; Gulati, S; Dubois, P; Heneghan, M; Joshi, D; Hayee, B",Letter: vedolizumab for autoimmune liver disease associated inflammatory bowel disease,FALSE,NA,TRUE,NA,NA,Comment for original research and reply,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,MAY,2018,WOS:000430460500014
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_24,https://doi.org/10.1111/apt.15024,"Idriss, R; Lai, M",Editorial: stepwise risk stratification for both F3 and F4 fibrosis stage in NAFLD patients,FALSE,NA,FALSE,FALSE,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,DEC,2018,WOS:000451550300017
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_356,https://doi.org/10.1111/apt.14572,"Chan, WK; Dan, YY; Wong, VWS",Editorial: NAFLD in Asia-clinical associations with advanced disease become clearer. Authors' reply,FALSE,NA,FALSE,FALSE,NA,Author's reply to invited editorial section (see above),J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,APR,2018,WOS:000426762500021
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_165,https://doi.org/10.1111/apt.14833,"Myrelid, P","Editorial: post-operative complications in elderly onset inflammatory bowel disease-what is surgery, what is disease, and what is delay of surgery?",FALSE,NA,FALSE,FALSE,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,AUG,2018,WOS:000438337100018
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_410,https://doi.org/10.1111/apt.14532,"Lobaton, T; De Vos, M",Editorial: infliximab trough levels and histological healing in ulcerative colitis-a step towards personalised biologic therapy,FALSE,NA,FALSE,FALSE,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,MAR,2018,WOS:000425115500023
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_297,https://doi.org/10.1111/apt.14625,"Hujoel, IA; Van Dyke, CT; Brantner, T; Larson, J; King, KS; Sharma, A; Murray, JA; Rubio-Tapia, A",Natural history and clinical detection of undiagnosed coeliac disease in a North American community,FALSE,NA,FALSE,FALSE,NA,Associated invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,MAY,2018,WOS:000430460500003
ALIMENTARY_PHARMACOLOGY & THERAPEUTICS_283,https://doi.org/10.1111/apt.14659,"Whorwell, PJ",Editorial: preventing unnecessary investigation and surgery in the irritable bowel syndrome-the critical role of the general practitioner,FALSE,NA,FALSE,FALSE,NA,Invited editorial section so not peer-initiated by our PPPR definition,J,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,JUN,2018,WOS:000434038400029
ALLERGY_49,https://doi.org/10.1111/all.13476,"Miliku, K; Robertson, B; Sharma, AK; Subbarao, P; Becker, AB; Mandhane, PJ; Turvey, SE; Lefebvre, DL; Sears, MR; Bode, L; Azad, MB",Human milk oligosaccharide profiles and food sensitization among infants in the CHILD Study,FALSE,NA,FALSE,FALSE,NA,Its a letter to the Editor but the authors are just presenting their own research,J,ALLERGY,OCT,2018,WOS:000449523600016
ALLERGY_153,https://doi.org/10.1111/all.13385,"Clausen, M; Jonasson, K; Keil, T; Beyer, K; Sigurdardottir, ST",Fish oil in infancy protects against food allergy in IcelandResults from a birth cohort study,FALSE,NA,FALSE,FALSE,NA,NA,J,ALLERGY,JUN,2018,WOS:000434635700013
ALLERGY_74,https://doi.org/10.1111/all.13478,"Worm, M; Higenbottam, T; Pfaar, O; Mosges, R; Aberer, W; Gunawardena, K; Wessiepe, D; Lee, D; Kramer, MF; Skinner, M; Lees, B; Zielen, S",Randomized controlled trials define shape of dose response for Pollinex Quattro Birch allergoid immunotherapy,FALSE,NA,FALSE,FALSE,NA,NA,J,ALLERGY,SEP,2018,WOS:000443222400006
ALLERGY_228,https://doi.org/10.1111/all.13269,"Huang, X; Tsilochristou, O; Perna, S; Hofmaier, S; Cappella, A; Bauer, CP; Hoffman, U; Forster, J; Zepp, F; Schuster, A; D'Amelio, R; Wahn, U; Keil, T; Lau, S; Matricardi, PM",Evolution of the IgE and IgG repertoire to a comprehensive array of allergen molecules in the first decade of life,FALSE,NA,FALSE,FALSE,NA,NA,J,ALLERGY,FEB,2018,WOS:000419871000016
